source	interaction	target	n_datasets	REM.TE	REM.P.HAKN
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	pos_assoc	HMDB0000792	5	0.28009865906676473	9.408703486183392e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	pos_assoc	HMDB0000792	4	0.2759400027860086	0.00120649888560534
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	neg_assoc	HMDB0000792	5	-0.2526619747443525	2.117339589010075e-4
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister	neg_assoc	HMDB0000806	3	-0.06936328172513087	0.00125576803437054
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17	pos_assoc	HMDB0000812	3	0.11009613936610352	2.2336407580198132e-4
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	pos_assoc	HMDB0000812	4	0.14110425935517745	0.00121419167088846
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A	pos_assoc	HMDB0000812	4	0.04878942261377399	0.00260020865434944
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	pos_assoc	HMDB0000826	3	0.02489705806947135	0.00367746956109264
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	neg_assoc	HMDB0000827	3	-0.07869320386504847	0.0016231182816315
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum	neg_assoc	HMDB0000840	4	-0.06776940641386316	0.00313593745313419
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	neg_assoc	HMDB0000857	3	-0.09921017431831151	0.00339673420277311
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	pos_assoc	HMDB0000857	3	0.296184488811679	3.8795704282394727e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17	neg_assoc	HMDB0000870	4	-0.1858042031417448	0.0010014984397619
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	pos_assoc	HMDB0000870	5	0.0797107683490763	0.00331073295340231
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000870	5	-0.13937470106573685	0.00207533828152123
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000870	6	-0.20285463716783708	4.980900182815488e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000870	5	-0.2114761301292	0.002226048439092
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000870	5	-0.18761009807881768	0.00346214850245493
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394	neg_assoc	HMDB0000870	5	-0.19234939349961624	0.0013237609889734
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter	neg_assoc	HMDB0000875	5	-0.110172395464184	0.00278003017634076
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000875	5	-0.21546605192308368	2.601307369480326e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000875	5	-0.14845032372659617	0.00349941225649345
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	neg_assoc	HMDB0000881	4	-0.05611851427207773	0.00263002255834325
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	neg_assoc	HMDB0000881	3	-0.03370264642540761	2.7520201456755775e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000883	9	-0.15903914782348172	8.309588861808049e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524	neg_assoc	HMDB0000883	9	-0.1444181171013981	1.9139027278723884e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	pos_assoc	HMDB0000883	9	0.14089859977092212	2.149230625425319e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	pos_assoc	HMDB0000883	10	0.1710291836627266	0.00129684081155743
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	neg_assoc	HMDB0000883	10	-0.10704201252142698	4.165502556105038e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000883	9	-0.14260929653852317	0.00323988923025384
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615	neg_assoc	HMDB0000883	9	-0.08797103048411134	6.579395748558845e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000883	10	0.18909373113843225	8.028898368017621e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000883	10	-0.2642002311587744	7.953262744833183e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	neg_assoc	HMDB0000883	5	-0.21121392692858107	0.00222845344858649
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	neg_assoc	HMDB0000883	5	-0.2260657834557144	7.133423847947838e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	neg_assoc	HMDB0000883	5	-0.23284808762293943	0.00316480836548412
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000883	9	-0.21998863527716636	0.0017803187462545
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000883	9	-0.2904926408415683	8.559279160668036e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000883	9	-0.24537821368549076	5.96633931140381e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000883	10	-0.30879975851898633	8.027707214003222e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000883	9	-0.21770092060348473	0.00120724910013888
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000883	10	0.1282039732988845	1.2230918107066115e-4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	pos_assoc	HMDB0000888	4	0.1761681295821248	0.00100435716785467
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	pos_assoc	HMDB0000888	4	0.2746016912498706	0.00104085072561256
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	pos_assoc	HMDB0000888	5	0.1420165515882809	0.00360908248061019
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	neg_assoc	HMDB0000888	5	-0.16173514740151637	0.00149041301057735
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	pos_assoc	HMDB0000892	5	0.11341295200077292	0.00122634739661661
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	pos_assoc	HMDB0000892	5	0.06844679702495479	3.332266937346852e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	pos_assoc	HMDB0000892	5	0.06684026297635921	0.00217508992648413
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	pos_assoc	HMDB0000892	3	0.12283372538705084	0.00349216333541259
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia	pos_assoc	HMDB0000892	3	0.17373781148955075	0.00358612019195166
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	neg_assoc	HMDB0000892	6	-0.2620213619316491	4.18503497203803e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	pos_assoc	HMDB0000893	3	0.29091931654864966	0.0011020331222182
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417	pos_assoc	HMDB0000893	3	0.16209196640958606	8.978681913168471e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524	pos_assoc	HMDB0000893	3	0.15420924413023307	0.00120256424736893
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615	pos_assoc	HMDB0000893	3	0.15844461775414018	0.00338005771570704
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C	pos_assoc	HMDB0000893	3	0.23540475519744947	0.00201873687127376
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81	neg_assoc	HMDB0000895	5	-0.1175085864283108	0.00276825110999911
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177	neg_assoc	HMDB0000897	5	-0.26886168669779253	0.0012502914621878
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180	neg_assoc	HMDB0000897	5	-0.1540253582564415	5.371388239307495e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17	neg_assoc	HMDB0000897	4	-0.3336826059617595	0.00268427336811916
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ	pos_assoc	HMDB0000897	6	0.1303542957971308	0.00312815964379413
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	neg_assoc	HMDB0000897	5	-0.20522244180996127	0.00369963084811593
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	pos_assoc	HMDB0000897	5	0.10117957529814264	3.596775721595319e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000897	5	-0.21713024057043293	2.9794155632703384e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	pos_assoc	HMDB0000897	5	0.13145321344344846	0.00129105738647188
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000897	6	0.1704881032732035	0.00244931594400402
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000897	6	-0.24482954961353515	0.00125333756395711
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	neg_assoc	HMDB0000897	4	-0.4392959380650276	4.278465118747006e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000897	5	-0.4055719889932765	7.693466640736276e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000897	5	-0.2375972388165888	0.00101982591193369
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000897	5	-0.3799697376825002	2.3381992472395907e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia	neg_assoc	HMDB0000897	4	-0.1967357958972398	0.00269943048399887
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000897	6	-0.2063931922201216	0.002447402822058
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	neg_assoc	HMDB0000897	5	-0.16964739959521058	0.00308599857839077
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000897	5	-0.3271152161896673	0.00266460638337482
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D	neg_assoc	HMDB0000897	5	-0.16595857018459426	4.847991829039865e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	pos_assoc	HMDB0000898	4	0.10891692831264849	0.00315745556081036
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000898	4	-0.1210456116863054	0.00271053192993025
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	neg_assoc	HMDB0000898	3	-0.23013821278873173	0.00123349038017556
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000898	4	-0.14105892002382908	0.00150138106398784
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000898	4	-0.16341926330433032	0.00340773864101294
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000925	5	-0.09681637197490615	9.156907185207528e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180	neg_assoc	HMDB0000929	8	-0.1266753278949482	0.00304889313718353
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000929	9	-0.14660411110795182	0.00162817539489324
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000929	9	-0.11331005586320889	1.6727031095606056e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615	neg_assoc	HMDB0000929	9	-0.10155187089527055	0.00110329915894368
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	neg_assoc	HMDB0000929	10	-0.1250930292048683	0.0021190602831732
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000929	10	0.17329481222556198	0.00167384777613553
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000929	10	-0.20771538346397692	2.3236663999541993e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000929	9	-0.17621810253537756	1.752630635313524e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000929	9	-0.2580030966314734	1.2032638085787802e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000929	9	-0.23156359937578072	1.4367454569860118e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000929	10	-0.2412579001769388	9.68367758286128e-6
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000929	9	-0.1973625171892674	4.077083156007122e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000929	9	-0.12178612062859588	7.676340922436308e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000929	10	0.15357428319452554	8.141419071453308e-5
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	pos_assoc	HMDB0000943	3	0.06521978815401074	0.00333361956250719
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS403	neg_assoc	HMDB0000951	3	-0.08763129425940933	0.00269436281437367
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127	neg_assoc	HMDB0000956	4	-0.06475996402537727	7.725112371667116e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115	neg_assoc	HMDB0000956	4	-0.05545393566492505	0.00272517916714895
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	neg_assoc	HMDB0001015	5	-0.07577544133186537	0.00116014659135714
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691	neg_assoc	HMDB0001065	3	-0.1003821157028168	0.00147162992085539
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	pos_assoc	HMDB0001104	3	0.2037043030858322	7.274656758786605e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A	pos_assoc	HMDB0001123	4	0.07050546713894167	5.530628646901263e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177	pos_assoc	HMDB0001138	6	0.1530190890780342	0.00326369275238675
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217	pos_assoc	HMDB0001138	6	0.10782146099754472	4.675274303974449e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola	neg_assoc	HMDB0001138	6	-0.1544819905420999	4.187968800496807e-4
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella	neg_assoc	HMDB0001138	7	-0.18542631232147092	0.00268518646887991
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	pos_assoc	HMDB0001138	6	0.23684656989681793	8.476574600158767e-6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A	pos_assoc	HMDB0001138	5	0.14641760371488047	0.0018098129156807
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127	pos_assoc	HMDB0001138	6	0.14734213342300154	8.890662072051414e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	pos_assoc	HMDB0001138	7	0.14222532195500254	0.00208441944416017
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	pos_assoc	HMDB0001138	6	0.19189286743870215	9.404513596217656e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	pos_assoc	HMDB0001138	7	0.091325211930759	0.00245109707477385
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115	pos_assoc	HMDB0001138	6	0.137731507963753	4.8024041778399614e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11	pos_assoc	HMDB0001138	6	0.16589327953082464	6.986783618199031e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182	pos_assoc	HMDB0001138	6	0.15443192350062435	6.842885880110511e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	pos_assoc	HMDB0001138	4	0.16747622392636083	0.00305320862335419
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	pos_assoc	HMDB0001138	6	0.30146939268928935	0.00126830587531276
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C	pos_assoc	HMDB0001138	6	0.15387760786233293	0.00233808496385702
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D	pos_assoc	HMDB0001138	6	0.17183040497633767	3.6754440354139754e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	neg_assoc	HMDB0001138	7	-0.15421806090467713	0.00209036985885217
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	pos_assoc	HMDB0001161	6	0.10268454671678834	0.00352260430677632
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177	neg_assoc	HMDB0001161	5	-0.10193107178111428	0.00142522247107224
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ	pos_assoc	HMDB0001161	6	0.08739055175879529	0.00292724223045131
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0001161	6	-0.10655315817600106	0.00193383890859136
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0001161	5	-0.18966459028815288	0.00162552368200229
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0001161	5	-0.19498533688846648	0.00356785365663461
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394	neg_assoc	HMDB0001185	4	-0.06393417217925677	0.00349743037818069
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	neg_assoc	HMDB0001186	3	-0.20131560926747288	0.00300751546468303
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	neg_assoc	HMDB0001186	4	-0.1833681103751556	0.00165406228855263
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	neg_assoc	HMDB0001257	5	-0.05428174532870699	0.00236947908250416
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter	neg_assoc	HMDB0001276	5	-0.21652450118918987	0.0011336538415668
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417	neg_assoc	HMDB0001276	6	-0.16556141476851294	3.464625739692494e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS403	neg_assoc	HMDB0001276	4	-0.14742196770957558	0.00135015733598243
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	neg_assoc	HMDB0001276	6	-0.17123024828334202	2.038054748412151e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0001276	6	-0.19225607441832937	7.296215812355989e-4
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister	pos_assoc	HMDB0001276	6	0.10010893638966012	5.017538674240855e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	pos_assoc	HMDB0001276	6	0.19070488509124212	0.00316001359415076
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	pos_assoc	HMDB0001276	6	0.1985952417782166	0.0011310973718104
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0001276	6	-0.307434649496264	0.0026134198051422
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	neg_assoc	HMDB0001276	4	-0.28632561513894533	0.00318893254122116
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0001276	6	-0.34168921328190033	2.256269194340783e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0001276	6	-0.3050426112685304	1.1218508292814882e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0001276	6	-0.26009013416235566	0.00144316886939015
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0001276	6	-0.3634121518813886	5.066491701118754e-4
