Compound	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
C00286_dGTP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00292_Aniline	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00294_Inosine	234.178092	104.659779	256.079927	76.47030852	28	253.7536811	137.4000367	10.05176188	72.82608756	163.06732769999996	0	26.47296508	0	255.77207400000003	0	70.52774063	39.26358496	0	0	17.88533344	46	45.2751305	0	0	0	142.7862828	0	131.33782639999998	37.27644151	73.10321487	169.7989029	0	105.51256809999998	131.89892460000002	165	114.1601881	0	65.56055229	106.4105793	96.3946966	68.42727354	33.20680971	0	0	314	71	36.6585604	0	108.7643451	63.89142376	0	0	79.405991	381.7703115000001	49.32435874	33.29502405	20.57810232	20.94584305	85.81535455	0	142.2673394	68.52412206	761.4000805	169.5350368	0	82.86499461	84.63004158	0	351	222.8188514	140.1628499	0	64.31860716	0	76	53.94351714	0	0	0	178.2224054	79	248	661.3848323	44.95966799	71	0	75.36483993	149.89142819999995	0	0	123.5734985	94	215.2482742	52.2823768	126.2538791	62.39989404
C00295_Orotate	88.03286991	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	338	427.4169618	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0	816	0	0	0	0	0	0	0	401	0	0	693	0	0	0	0	0	921	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	527	0	0	0	285	0	599	0	0	0	0	0	0	511	0	0	0	0	0	0	0	599	890	0	0	0	0	0	0
C00296_Quinate	219.9354206	47.28287373	202.5275866	1764.585946	355	69.8917052	316.6524371000001	0	39.87395593	138.6555919	0	54.13375199	1731.682127	1905.038087	0	95.41485712	11342.60329	69	1138.141151	4093.371189	211	178.28805880000004	8738.770318	0	322	145.0042983	0	96.07604521	71.06518118	0	1301.417047	377	0	37.47213565	5356	372.4778872	114	0	0	81.42681599	82.64947842	67.45735609	2646	135	185	1698	4010.985493	743	51.07239184	148.69272769999995	0	123	2940.039602	0	435.9742847	0	108.188823	2362.001073	93.20701941	1456	100.654127	1332.246	0	92.3755537	0	39.7208771	196.3011342	0	0	177.11547230000005	432.1846891	702	0	0	0	0	1441	227	1265.606075	58.19954132	16177	282	963.7559773	0	0	1074	1527.332287	0	5559	4453	1645.6615880000006	0	242.8049222	0	0	0
C00299_Uridine	511.3176701	263.3086073	157.70113590000005	25.92621841	875	343.0516858	677.9111872000002	0	233.955191	265.4030403	137.82548280000003	334.8645266000001	234.44607230000005	323.4636175	1518	133.5290672	149.02372780000005	825	0	226.0049889	485	0	308.337702	0	684	0	275	363.6861458	35.75474622	0	287.999054	471	0	372.1681454	1362	227.4549298	362	95.45345143	1258.584643	0	155.34994530000003	0	465	544	442	569	0	403	106.358549	242.5436449	454	424	383.6762915	0	154.88308769999998	0	256.5370599	376.5348432	0	887	450.9519899	120.3891889	655.8499676	414.3198635	1676	0	0	0	1522	321.9806621	463.076056	0	311.6653492000001	683	201	0	252	449	0	210.8243745	1589	347	475.7939653	0	293	203	284.7405775	312.9076124	0	987	378.8826466	324	542.2072837000002	119.2670422	342.2993312	0
C00300_Creatine	3714.946243	4890.607887	1092.6265560000004	1139.070828	4964	17.01440208	361.1746624	7071.707516	42.4165227	1565.613593	90.71616392	578.1331018	4078.597928	8.195739052999999	11360	15.32811987	3895.847191	71	2253.364627	16.92414776	123	76.67962506	467.9085645	49	2018	128.7478092	630	282.8304146000001	4262.698796	49.01186634	1311.760847	35	40.87673747	92.82385125	2070	711.748811	0	31.04167769	4146.398953	3055.604287	10.96359011	1127.399871	9.5	30	146	149	261.5811019	2184	42.51979792	1007.607849	1440	45	822.5713432	486.727448	20.69672286	2679.255723	10.39128263	928.8598435	69.18651902	426	1161.369961	37.78707568	591.7132497	520.7214387	3730	1937.018649	3442.454936	26	44	411.2660687	5949.33387	21	1091.656028	195	3579	52.54608457	13	6144	2134.029196	536.9753124	4394	5605	11309.89946	602.9743586	655	1588	2706.4844199999998	261.3324789	30	723	206.7423067	33	2681.887577	32.42547054	251.1205502	151.00098290000005
C00301_ADP-ribose	0	0	0	0	0	0	24.90755023	0	0	0	0	0	0	40.9840827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.36411485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.95394369	0	0	0	0	0	0	0	0	0	0	0	0	0
C00307_CDP-choline	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00308_Canavanine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00311_Isocitrate	168.0229418	143.8721308	0	0	0	0	0	0	310.8973155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397.4421645	0	0	0	0	111.6046881	1335	0	0	26.50999512	835.897499	1319.438062	0	0	0	678	0	0	0	0	0	0	0	0	223.1992657	290.7532481	0	31779.5297	0	837.0898802999999	0	1925	0	0	0	0	0	0	0	0	0	653.5364812999999	0	0	272.9632229	0	0	0	0	0	3129.877129	58.57160776	0	2156	0	0	415	0	0	0	0	0	0	0	78.37377639	0	0	390.4100267
C00314_Pyridoxine	0	0	0	12.04879238	0	9.336675523	5.11234389	10.38668023	8.70080081	0	0	3.4751541610000003	9.952668753	0	0	0	0	8.2	1.632724359	21.31440146	0	1.588765727	10.93525154	0	0	0	0	16.852776100000003	4.312697967	0	0	7.2	0	0	3.2	6.210437548	0	13.959335500000002	0	0	0	0	0	0	0	9.9	0	9.9	4.574669728	13.22251584	0	9.7	10.19965163	0	23.73792694	7.091358552000001	0	5.218424346	8.636135627	0	0	0	34.48726527	2.38850772	0	0	0	6.8	0	4.418707521	5.075176457	0	0	0	0	11.57800324	0	0	8.52531128	35.04515891	4.7	0	0	7.201752827000001	0	0	0	0	8.3	0	25.23321811	0	6.698762684	0	16.040373499999998	0
C00315_Spermidine	87.81987082	87.66025259999998	181.9166421	810.0480687999999	425	215.7405018	120.8259392	87.88626874	177.0486632	81.22099159999998	58.54024738	66.14763474	70.92565902	112.4391767	282	83.74961059	2.102815531	114	82.51521498	110.3055731	572	204.2025674	60.50145776	33	132	266.8054018	145	34.03378083	189.5300682	262.5590175	177.29674350000005	441	209.3584582	1537.659556	79	143.1736493	37	5.628745422000001	509.3604299	91.23203693	163.26156640000005	234.8637072	119	236	203	110	166.5842875	130	332.6687059	265.65004	556	8.8	258.6398181	128.1478363	64.06173875	119.7471773	20.50737588	50.08317768	654.1434581	654	749.2759063999997	66.69400298	704.7773739	303.467719	576	379.5390022	43.91927426	16	442	733.7242914	847.8750124	20	198.0876357	49	100	71.04956202	37	67	5.829023315	16.99441391	4.4	302	1293.962894	502.8001875	49	34	161.16601809999997	277.9012029	89	363	189.1702879	438	398.2042539	16.11151013	329.517988	305.6832423
C00318_Carnitine	112.5309839	80.55196104	64.14035868	230.8857482	112	24.47945753	538.7547497	90.64075	27.16593849	262.60467850000003	7.190608847000001	447.0617552	1315.260377	9.209835724	581	74.92892564	128.62904609999998	35	54.84685076	12.30467552	23	175.91213080000003	133.2990446	8.2	231	115.2319675	68	37.12414982	2069.946283	72.94857442	119.6683139	8	29.116942600000005	273.34063030000004	3369	55.80054683	7	26.27629739	1783.665614	165.4409719	31.10764971	69.91045153	31	73	25	27	52.41613132	74	31.79571223	80.05204384	141	62	109.42848700000002	198.4960055	46.06604148	115.83998359999998	33.65036293	62.53460022	35.64768387	173	88.84618557	11.44338774	282.1881525	20.47011434	199	152.9232137	131.5055193	15	49	10.59211446	246.4749974	18	227.8020736	62	66	78.22459847	19	100	1547.613379	49.60958765	585	442	360.7892718000001	27.88480445	136	105	45.00058137	60.55240011	9.6	122	69.27066526	17	155.2289739	40.75490638	23.72655678	80.96372791
C00322_2-Oxoadipate	0	0	0	0	0	0	0	0	0	0	0	0	34.3563911	0	0	0	0	0	0	0	0	0	37.38796895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00327_Citrulline	1189.690439	997.6256535	686.4546475999998	628.3829654	4358	323.9412373	181.1686766	118.868331	558.3575433	280.2697939	370.2826967	213.04698540000004	202.9797127	146.4551491	4101	211.6988359	412.3242363	3644	139.34753480000003	346.21018	2267	98.74942333	182.1360591	569	10902	624.3936769	1029	544.3331598999998	243.6108149	353.7186089	334.2977246000001	863	280.5532545	178.20578500000005	3001	370.2773326	127	293.68039060000007	938.9629099	1528.642618	208.6104721	961.1972014	2108	7055	1172	2570	356.2834518	2861	291.0806241	1731.4855510000002	6079	300	480.9505316	667.9727128	254.0399202	440.120845	309.8211366000001	323.9398751	432.8119033	7718	589.3208647000001	404.9946383	724.8383411	353.50562180000014	15815	300.6812239	337.17604710000006	1082	10772	636.0305119	1353.308892	627	318.92106960000007	3314	556	237.2896576	248	18365	983.5356958	586.9258789	3150	4338	5440.198063	250.7641288	425	3686	91.18238033	836.1676036	1034	3158	659.2847662	380	472.72414110000005	307.637969	530.0224059	576.3961817
C00328_Kynurenine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20084245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.224149493	0	0	0	0	25.3684341	0	0	0	0	0	0	0	0
C00329_Glucosamine	44.86945982	21.8854907	29.91737439	30.05761758	401	12.19685946	19.59246605	0	13.93028445	8.109533484	18.67543005	0	0	0	0	4.847991669	0	706	0	0	77	7.385468887999999	0	21	368	0	0	11.18689506	28.85875493	155.00161730000005	93.68632312	30	0	31.86049133	198	0	0	14.35116806	49.37953894	65.77552858	3.478341263	56.30330712	42	135	31	4671	27.33812441	121	11.79833286	9.541203143	0	78	36.33234093	26.34772738	12.95150061	54.51131181	7.816614109	0	0	1407	44.45598452	20.06986564	0	21.98090804	121	0	0	84	236	22.752504	53.56620267	1521	17.41204999	172	0	0	0	0	95.94192641	76.89604942	208	14	40.00814423	17.4553995	30	0	12.32744545	33.24890618	232	348	18.49921772	18	22.02798277	8.048999846000001	0	0
C00330_2'-Deoxyguanosine	0	8.242949025	0	0	0	0	0	0	0	0	0	0	9.409401974	0	0	0	30.4912509	0	0	129.8094414	0	17.01217926	0	0	0	0	0	0	0	0	0	0	0	23.61150627	114	0	0	0	0	19.74560853	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.67812998	0	0	141	0	0	0	0	0	0	0	0	0	0	15.32306101	0	0	0
C00334_GABA	202.7485041	72.97927775	113.2212513	1699.987501	2266	57.75371059	346.9711151	1375.790473	65.1681429	90.32425998	3067.219304	3054.041393	141.6780221	24.07803777	15352	17.51529448	33.07990739	867	332.1589016000001	113.4161165	605	139.303723	224.4449737	57	283	514.2209567	26	59.59099641	319.0641573000001	1170.363767	391.1763284	1076	770.2085916	29.01379052	970	71.97160582	2195	190.7519363	99.81521001	37.00205073	181.2629201	99.05343881	3414	166	1893	712	610.3116997000002	691	179.76700380000003	2683.209703	789	612	1120.6528529999996	150.165563	127.906206	283.0356871	94.06300118	514.3159502000002	105.7166749	202	225.24222000000003	20.95242941	769.5311997	250.2924758	730	278.28770319999995	217.1816303	1017	361	2069.070292000001	258.4179196	422	125.227341	404	56	145.5146604	135	429	4181.45173	5060.675657	418	178	700.5501857	68.52382872	44	134	521.8703335	468.63691100000005	6986	289	598.940797	677	96.76608481	49.09809519	1746.285892	273.7280624
C00337_Dihydroorotate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0
C00345_6-Phosphogluconate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00346_Ethanolamine phosphate	0	25.66655096	0	0	0	0	0	0	0	44.1503323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.60777634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.4634472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.74819698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2311.534363	13.73691611	0	0	0	0	0	0	0	0	309.1998873	0	46.37228171	0
C00352_Glucosamine 6-phosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.16498397	0	0	0	0	0	0	0	0	0	0	0	0	0
C00354_F1,6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.53954963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.333449	0	0	0	0	0	0	0	0	0	0	0	0	0
C00355_DOPA	0	0	0	0	7.6	0	0	0	0	0	0	15.24281555	0	0	0	0	0	0	0	0	12	0	0	0	14	0	0	0	0	0	0	0	0	0	13	0	0	0	5.9092367160000006	0	0	0	0	0	0	0	0	0	0	43.71263038	14	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.627629473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00357_N-Acetylglucosamine 6-phosphate	69.86949151	61.80450106	103.9787992	0	0	0	142.622573	112.1878351	24.58018455	0	0	88.74969563	106.4242417	25.24095861	0	0	54.1010779	0	89.46759865	30.8087254	0	70.13146752	23.89699447	0	0	126.66494579999998	0	39.24868991	51.25492541	0	59.73608647	0	94.63961974	23.37510262	0	335.1261466	0	40.91052539	468.6512188	35.27943755	0	0	0	0	213	0	0	0	0	101.8554091	0	0	76.82918499	0	0	0	0	28.90332996	29.11083226	0	75.70022883	0	103.8254552	55.33325446	0	332.7764005	289.7044398999999	0	0	85.39532564	26.12640828	0	0	0	0	0	0	0	0	29.77311698	0	0	46.72302009	223.05558	30	0	80.48263285	324.2217714	0	0	83.69052611	0	26.21682135	39.84453646	0	79.23955109
C00360_dAMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.49550084	0	0	0	0	0	0	0	0	0	0	18.15181256	0	0
C00363_dTDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00364_dTMP	51.38689407	20.76473398	39.5964028	0	0	75.29004892	32.792274199999994	0	44.46166704	25.74406843	18.42360242	0	0	25.93198175	0	0	0	0	63.31788688	0	0	35.42597105	32.35648425	0	0	0	0	26.32871489	34.16567526	0	0	0	47.30018094	60.33998542	0	0	0	0	0	26.11084344	57.11349216	0	0	0	111	0	0	0	117.2897996	59.14165643	0	0	63.77120252	0	43.30189401	60.47485511	0	37.0965757	40.34122152	0	80.22799587	0	65.40889685	72.44372244	0	56.86452036	0	0	0	44.51911067	48.209323500000004	0	64.46791838	0	0	46.44152973	0	0	0	16.57062479	0	0	36.03035237	44.85174011	57	0	0	53.1946592	0	0	86.00266938	88	34.51995637	37.8402115	79.10950093	38.54518989
C00365_dUMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00366_Urate	0	2951.684121	0	0	341	61.56105045	2734.315288	0	0	452.0260653	0	0	391.61816380000016	94.1668609	14356	0	7679.771442	2353	0	268.7455559	339	0	278.3068809	0	17567	0	377	0	275.63110510000007	0	921.0352988	777	0	1106.591709	0	269.1484879	938	0	6501.6138329999985	13314.05595	0	0	939	9360	0	379	0	2879	0	157.9137493	4207	933	1191.044006	273.5384645	0	0	0	42.92360445	0	2265	2194.937923	0	0	0	15364	0	288.5417307	1205	852	117.6350973	0	158	270.7591544	1171	2068	0	0	1407	2420.8583670000007	0	0	27529	1418.310366	0	877	6552	189.8018206	148.9620508	970	1581	124.5694301	0	222.3231027	147.7188615	0	0
C00371_trans-Zeatin	0	0	0	1.902859966	4.6	0	13.41649023	0	0	0	0	1.743303806	0	0	0	6.003628525	0	0	0	3.032727292	0	20.49711683	0	0	0	0	0	0	0	15.05480223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.67091537	0	0	0	0	0	0	0	0	7.322826116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.029394531	0	0
C00378_Thiamine	0	4.0481431180000005	26.96023702	44.42622276	11	0	5179.692687	9871.600485	75.64527655	0	2965.30265	337.90258910000006	0	28.32594742	4.4	765.1150093	0	215	0	39.24780866	37	0	0	0	10	11.19726731	4.7	6086.502481	0	0	0	8	17.31984731	0	11	87.79182298	48	104.2445087	0	0	214.9298285	0	20	15	98	24	2346.842347	18	866.6356292000003	23195.31959	11	2.4	10.65388377	27.18005174	15.35429357	0	0	0	26.18889034	35	28.63476972	0	9779.112609	26.54281207	5.2	0	0	13	996	9.842192654	0	22	9.734731132	29	0	28.84282892	0	75	8965.360367	613.6345076	12	0	0	623.3538827000001	0	0	13.90578692	25.41081892	14	21	8273.50412	0	0	15.96633243	0	10.8936367
C00380_Cytosine	0	0	0	94.10523603	10	0	0	3.983035033	0	0	6.569788405	0	8.780164916	0	0	5.402404784	0	0	0	0	8.8	9.268253898	0	0	0	0	0	0	0	0	2.475335349	0	3.121868495	0	21	3.168948544	0	0	12.05434552	0	0	0	12	0	0	11	4.02379323	0	6.577522409	0	50	0	0	6.328759456	8.682624701	46.12671818	4.514913275	0	3.133219404	18	0	8.137000591	0	4.864948368	0	0	0	0	26	0	74.89557466	22	5.762355717	0	0	3.767548274	0	0	35.02099446	0	12	0	0	0	0	11	21.56833501	4.345380196	0	9.1	0	0	0	4.0445217960000015	6.575697825	0
C00383_Malonate	316.5304091	477.9221876	0	65.19484438	736	0	0	319.38737010000006	35.328983	102.0817407	36.97101739	0	369.0226287	42.90003814	500	0	137.8441371	0	0	0	390	124.23159950000002	295.1918812	0	0	0	0	0	812.6656049	168.7293052	640.1365306	0	0	112.571013	1250	430.7527577	0	0	0	287.4440095	0	108.830272	0	346	161	224	256.9683465	0	39.6442086	0	242	0	252.2586625	718.5193177	85.48009675	2131.882888	51.7779375	1064.454524	0	0	0	0	125.8524244	0	0	188.0079098	0	0	0	228.8151184	0	0	256.8545623	0	0	0	0	704	156.8710276	677.56013600000006	0	0	215.8686667	140.80811169999996	0	0	0	0	0	0	71.19746668	0	133.593924	37.61076604	302.2754808	0
C00385_Xanthine	0	0	0	0	6939	0	262.0701259	0	0	0	0	0	0	0	5620	0	0	8943	0	252.3883937	10943	0	0	0	5167	0	470	0	0	0	0	5341	0	0	1980	0	3830	54.26412264	0	533.8478294	0	0	4694	1194	0	8463	0	0	0	0	6299	648	0	0	0	0	0	0	0	6519	0	0	0	0	0	0	0	3053	10398	0	0	3585	0	3736	0	0	0	1238	782.1788404	0	2605	1855	334.9547633	0	0	716	0	204.1365057	3924	10462	0	0	0	0	0	0
C00386_Carnosine	39.92513086	54.25843348	28.98012137	16.43427265	36	2.273300683	34.2980905	203.9595932	5.160001327	0	1.694508593	51.85733666	371.25215210000016	16.11669259	10	1.325105461	4.076627944	0	0	17.35071956	3.7	0	0	0	0	1.765653379	0	3.552407874	47.4782815	21.03693485	39.97221105	11	3.236580782	9.184245417	172	5.299375407	5	1.94581398	15.78894247	2.947356417	4.188018395	49.05006713	13	0	0	3.1	25.64876372	0	3.640021965	30.43989085	5.7	0	14.85397254	19.39459054	7.411306509	0	1.572057876	28.69131885	17.12646355	11	23.90340711	2.815431384	13.77614445	4.129341001	28	0	7.952233662	4.8	0	3.589435356	0	6.1	3.504300029	0	0	0	6.3	3.1	28.68996754	2.625277694	128	0	3.409495764	7.056032373	0	2.4	0	6.852310801000002	0	9.5	0	16	7.858657343	4.342056151	14.45492252	2.81664765
C00387_Guanosine	19.91287649	25.14757564	23.07707346	27.05433849	12	21.1101601	20.97686453	0	10.84356662	17.22774178	3.508022025	138.063596	15.90195786	14.01513549	12	9.083358176	34.16311147	105	0	15.32102221	0	21.42204039	4.007556878	0	11	26.41900851	0	15.43773152	19.32371733	14.6205699	7.7907770260000015	0	9.295249778	12.18495239	127	89.36459368	0	63.93152085	17.35142735	35.22410263	11.6310637	0	0	22	30	0	7.997225397	0	14.15023765	10.92644423	0	0	18.47857586	13.73303142	82.87281391	10.39560634	5.419171095	7.643235011	0	18	20.7854129	10.60612921	72.52215256	13.35864456	0	7.694911772999999	12.35146318	0	88	17.14471244	46.82148858	0	1.6119300580000002	0	0	7.184877786	0	0	0	16.65301728	43	64	181.4368456	7.1728649660000015	0	6.5	14.52701507	14.49382116	0	0	16.05939167	11	79.98672724	7.631583816	24.23556961	0
C00388_Histamine	1321.854823	1485.710656	138.90344109999998	6.768823451	2806	4.347548655	124.8645001	244.6197585	17.76230612	169.12904619999995	240.8634864	109.0184855	70.09782328	315.95412789999995	3.8	68.60728367	1.405540341	53	11.89481424	14.40996689	290	282.4605367000001	13.38909239	110	103	544.5980762	0	15.4310336	34.43584092	40.746320420000004	41.84293872	1052	89.81933155	23.9916777	585	19.73207485	82	43.34366594	7.983151917000001	22.93182981	2.01928424	20.65325321	30	4	240	125	65.95711464	17	3.306705145	126.2853498	2322	71	1048.355155	6.77499221	115.7550081	83.35970019999998	4.863265779	35.70502009	159.74257619999997	253	83.80436740000002	974.3205685	128.3188284	128.4427569	60	0	166.4419815	174	180	43.23566613	0	320	9.417427163	1329	5.5	8.035501325	231	11	38.67238292	42.81895942	154	0	96.97096997	61.99883499	362	161	449.6009682	116.0406228	384	41	12.10604481	187	16.292637699999997	4.2841479589999985	88.99896548	55.60365559
C00398_Tryptamine	0	349.72248110000015	38.96892132	120.5620555	0	0	52.04624618	68.15137659	0	0	0	196.6632201	96.04141929	0	0	0	8.354588425	0	0	0	0	8.119837594	241.9182177	0	0	14.94833466	0	28.03285889	186.8621422	4.178592862	37.81839176	0	0	21.78751005	19	0	0	0	0	0	0	117.31772759999998	0	0	0	0	13.93195594	0	0	21.79311919	0	0	0	40.92656841	0	0	0	8.392956688	103.1677677	0	0	0	13.09382549	0	0	0	19.17332972	0	0	0	0	12	0	0	0	0	0	0	159.7910082	171.3864356	103	0	0	0	0	0	141.0221086	23.68129035	0	0	0	0	0	0	5.320395259	2.149886861
