Compound	HMDB	KEGG	High.Confidence.Annotation	Compound.Name	Retention.Time	m.z	Cluster..if.DA.	Putative.Chemical.Class	Adduct
C18-neg_Cluster_0642: NA	NA	NA	TRUE	NA	10.086526	360.275425	NA	NA	NA
C18-neg_Cluster_0643: NA	NA	NA	TRUE	NA	1.13278	361.092917	NA	NA	NA
C18-neg_Cluster_0644: NA	NA	NA	TRUE	NA	14.311158	361.295698	NA	NA	NA
C18-neg_Cluster_0645: NA	NA	NA	TRUE	NA	13.695253	362.233733	NA	NA	NA
C18-neg_Cluster_0648: NA	NA	NA	TRUE	NA	10.540113	362.291025	NA	NA	NA
C18-neg_Cluster_0649: NA	NA	NA	TRUE	NA	1.215901	363.120182	NA	NA	NA
C18-neg_Cluster_0650: NA	NA	NA	TRUE	NA	14.006893	363.176192	NA	NA	NA
C18-neg_Cluster_0651: NA	NA	NA	TRUE	NA	11.620401	363.215118	NA	NA	NA
C18-neg_Cluster_0652: NA	NA	NA	TRUE	NA	11.68288	363.215262	NA	NA	NA
C18-neg_Cluster_0653: NA	NA	NA	TRUE	NA	12.660699	363.215089	NA	NA	NA
C18-neg_Cluster_0654: NA	NA	NA	TRUE	NA	10.047953	363.217825	NA	Monoterpenoids	NA
C18-neg_Cluster_0656: NA	NA	NA	TRUE	NA	6.052683	364.140156	NA	NA	NA
C18-neg_Cluster_0657: NA	NA	NA	TRUE	NA	2.520651	365.079416	NA	NA	NA
C18-neg_Cluster_0659: NA	NA	NA	TRUE	NA	5.170136	365.196388	NA	Sesquiterpenoids	NA
C18-neg_Cluster_0660: NA	NA	NA	TRUE	NA	5.597455	365.196699	NA	Sesquiterpenoids	NA
C18-neg_Cluster_0661: NA	NA	NA	TRUE	NA	6.331338	365.196836	NA	Long-chain fatty acids	NA
C18-neg_Cluster_0663: NA	NA	NA	TRUE	NA	6.883756	365.196534	NA	Sesquiterpenoids	NA
C18-neg_Cluster_0664: NA	NA	NA	TRUE	NA	9.999884	365.196337	NA	Sesquiterpenoids	NA
C18-neg_Cluster_0665: NA	NA	NA	TRUE	NA	12.030955	365.230521	NA	NA	NA
C18-neg_Cluster_0666: NA	NA	NA	TRUE	NA	12.124674	365.230106	NA	NA	NA
C18-neg_Cluster_0668: NA	NA	NA	TRUE	NA	12.378886	365.230602	NA	NA	NA
C18-neg_Cluster_0669: NA	NA	NA	TRUE	NA	13.184114	365.230376	NA	NA	NA
C18-neg_Cluster_0671: NA	NA	NA	TRUE	NA	12.868324	365.26962	NA	NA	NA
C18-neg_Cluster_0673: NA	NA	NA	TRUE	NA	8.321695	366.174362	NA	NA	NA
C18-neg_Cluster_0674: NA	NA	NA	TRUE	NA	8.48115	366.174089	NA	NA	NA
C18-neg_Cluster_0677: NA	NA	NA	TRUE	NA	5.484234	367.129894	NA	NA	NA
C18-neg_Cluster_0678: NA	NA	NA	TRUE	NA	9.673136	367.157633	NA	Sulfated steroids	NA
C18-neg_Cluster_0679: NA	NA	NA	TRUE	NA	14.766454	367.158077	NA	Sulfated steroids	NA
C18-neg_Cluster_0681: NA	NA	NA	TRUE	NA	15.319025	367.157716	NA	Sulfated steroids	NA
C18-neg_Cluster_0683: NA	NA	NA	TRUE	NA	4.472035	367.212371	NA	Sesquiterpenoids	NA
C18-neg_Cluster_0684: NA	NA	NA	TRUE	NA	7.453126	367.209875	NA	NA	NA
C18-neg_Cluster_0686: NA	NA	NA	TRUE	NA	12.903581	367.246267	NA	NA	NA
C18-neg_Cluster_0689: NA	NA	NA	TRUE	NA	8.962017	368.189671	NA	NA	NA
C18-neg_Cluster_0690: NA	NA	NA	TRUE	NA	9.147464	368.189911	NA	NA	NA
C18-neg_Cluster_0691: NA	NA	NA	TRUE	NA	9.387423	368.18958	NA	NA	NA
C18-neg_Cluster_0693: NA	NA	NA	TRUE	NA	15.030606	368.316392	NA	Amino acids, peptides, and analogues	NA
C18-neg_Cluster_0695: NA	NA	NA	TRUE	NA	6.501589	369.173939	NA	Phenylacetamides	NA
C18-neg_Cluster_0699: NA	NA	NA	TRUE	NA	15.504161	369.173409	NA	Phenylacetamides	NA
C18-neg_Cluster_0700: NA	NA	NA	TRUE	NA	15.647256	369.173328	NA	Phenylacetamides	NA
C18-neg_Cluster_0701: NA	NA	NA	TRUE	NA	13.623606	369.203851	NA	NA	NA
C18-neg_Cluster_0702: NA	NA	NA	TRUE	NA	17.467604	369.337199	NA	NA	NA
C18-neg_Cluster_0703: NA	NA	NA	TRUE	NA	1.107489	370.114144	NA	Carbohydrates and carbohydrate conjugates	NA
C18-neg_Cluster_0705: NA	NA	NA	TRUE	NA	6.81814	371.183329	NA	NA	NA
C18-neg_Cluster_0708: NA	NA	NA	TRUE	NA	8.284693	371.189607	NA	NA	NA
C18-neg_Cluster_0711: NA	NA	NA	TRUE	NA	13.319673	371.235647	NA	Diphenylmethanes	NA
C18-neg_Cluster_0712: NA	NA	NA	TRUE	NA	2.189115	372.213884	NA	NA	NA
C18-neg_Cluster_0715: NA	NA	NA	TRUE	NA	14.974874	372.311759	NA	NA	NA
C18-neg_Cluster_0717: NA	NA	NA	TRUE	NA	14.936686	373.193825	NA	NA	NA
C18-neg_Cluster_0719: NA	NA	NA	TRUE	NA	13.3197	373.232424	NA	NA	NA
C18-neg_Cluster_0721: NA	NA	NA	TRUE	NA	13.772149	373.251358	NA	NA	NA
C18-neg_Cluster_0724: NA	NA	NA	TRUE	NA	15.154005	374.131867	NA	Alkyl-phenylketones	NA
C18-neg_Cluster_0726: NA	NA	NA	TRUE	NA	13.757577	375.148086	NA	NA	NA
C18-neg_Cluster_0728: NA	NA	NA	TRUE	NA	13.771605	375.248292	NA	NA	NA
C18-neg_Cluster_0730: NA	NA	NA	TRUE	NA	13.565038	375.266586	NA	NA	NA
C18-neg_Cluster_0732: NA	NA	NA	TRUE	NA	14.394474	375.274704	NA	NA	NA
C18-neg_Cluster_0735: NA	NA	NA	TRUE	NA	15.153723	376.128823	NA	NA	NA
C18-neg_Cluster_0736: NA	NA	NA	TRUE	NA	14.105383	376.248994	NA	NA	NA
C18-neg_Cluster_0737: NA	NA	NA	TRUE	NA	14.286832	376.249136	NA	NA	NA
C18-neg_Cluster_0740: NA	NA	NA	TRUE	NA	1.547868	377.135327	NA	NA	NA
C18-neg_Cluster_0741: NA	NA	NA	TRUE	NA	14.486137	377.163895	NA	NA	NA
C18-neg_Cluster_0742: NA	NA	NA	TRUE	NA	14.58969	377.163842	NA	NA	NA
C18-neg_Cluster_0744: NA	NA	NA	TRUE	NA	6.115869	377.196728	NA	21-hydroxysteroids	NA
C18-neg_Cluster_0745: NA	NA	NA	TRUE	NA	9.213854	377.233178	NA	Kaurane diterpenoids	NA
C18-neg_Cluster_0746: NA	NA	NA	TRUE	NA	15.155882	377.272538	NA	NA	NA
C18-neg_Cluster_0747: NA	NA	NA	TRUE	NA	18.942345	377.272273	NA	NA	NA
C18-neg_Cluster_0748: NA	NA	NA	TRUE	NA	11.530617	378.231688	NA	NA	NA
C18-neg_Cluster_0749: NA	NA	NA	TRUE	NA	5.999026	379.139951	NA	C19-gibberellin 6-carboxylic acids	NA
C18-neg_Cluster_0750: NA	NA	NA	TRUE	NA	14.486196	379.158105	NA	Diterpenoids	NA
C18-neg_Cluster_0752: NA	NA	NA	TRUE	NA	15.271118	379.179433	NA	NA	NA
C18-neg_Cluster_0754: NA	NA	NA	TRUE	NA	7.319752	379.212452	NA	Fatty alcohol esters	NA
C18-neg_Cluster_0755: NA	NA	NA	TRUE	NA	14.486471	379.266725	NA	NA	NA
C18-neg_Cluster_0756: NA	NA	NA	TRUE	NA	15.157278	379.268285	NA	NA	NA
C18-neg_Cluster_0757: NA	NA	NA	TRUE	NA	15.272162	379.268926	NA	NA	NA
C18-neg_Cluster_0759: NA	NA	NA	TRUE	NA	14.883177	380.316556	NA	NA	NA
C18-neg_Cluster_0760: NA	NA	NA	TRUE	NA	15.271154	381.173614	NA	NA	NA
C18-neg_Cluster_0761: NA	NA	NA	TRUE	NA	15.365382	381.173733	NA	NA	NA
C18-neg_Cluster_0763: NA	NA	NA	TRUE	NA	1.839082	381.192124	NA	Sesquiterpenoids	NA
C18-neg_Cluster_0764: NA	NA	NA	TRUE	NA	16.094108	381.194955	NA	NA	NA
C18-neg_Cluster_0765: NA	NA	NA	TRUE	NA	7.01826	381.228181	NA	NA	NA
C18-neg_Cluster_0766: NA	NA	NA	TRUE	NA	7.156104	381.228294	NA	NA	NA
C18-neg_Cluster_0767: NA	NA	NA	TRUE	NA	10.163305	381.22557	NA	NA	NA
C18-neg_Cluster_0768: NA	NA	NA	TRUE	NA	10.358805	381.225695	NA	NA	NA
C18-neg_Cluster_0769: NA	NA	NA	TRUE	NA	13.325302	381.264682	NA	Eicosanoids	NA
C18-neg_Cluster_0770: NA	NA	NA	TRUE	NA	16.957168	381.337604	NA	NA	NA
C18-neg_Cluster_0775: NA	NA	NA	TRUE	NA	16.094373	383.189533	NA	Amino acids, peptides, and analogues	NA
C18-neg_Cluster_0776: NA	NA	NA	TRUE	NA	16.705201	383.189409	NA	NA	NA
C18-neg_Cluster_0779: NA	NA	NA	TRUE	NA	13.773139	383.280268	NA	NA	NA
C18-neg_Cluster_0780: NA	NA	NA	TRUE	NA	11.582139	383.327806	NA	NA	NA
C18-neg_Cluster_0781: NA	NA	NA	TRUE	NA	18.00286	383.352537	NA	Very long-chain fatty acids	NA
C18-neg_Cluster_0782: NA	NA	NA	TRUE	NA	6.120486	385.093026	NA	NA	NA
C18-neg_Cluster_0783: NA	NA	NA	TRUE	NA	7.729383	385.132343	NA	NA	NA
C18-neg_Cluster_0785: NA	NA	NA	TRUE	NA	6.001547	385.138178	NA	NA	NA
C18-neg_Cluster_0787: NA	NA	NA	TRUE	NA	10.632421	385.199048	NA	NA	NA
C18-neg_Cluster_0789: NA	NA	NA	TRUE	NA	13.564903	385.296171	NA	NA	NA
C18-neg_Cluster_0790: NA	NA	NA	TRUE	NA	13.061534	386.290994	NA	Acyl carnitines	NA
C18-neg_Cluster_0791: NA	NA	NA	TRUE	NA	6.102888	387.108777	NA	Flavonoids	NA
C18-neg_Cluster_0793: NA	NA	NA	TRUE	NA	5.169484	387.178817	NA	NA	NA
C18-neg_Cluster_0794: NA	NA	NA	TRUE	NA	6.884746	387.178597	NA	NA	NA
C18-neg_Cluster_0795: NA	NA	NA	TRUE	NA	6.331877	387.178871	NA	NA	NA
C18-neg_Cluster_0798: NA	NA	NA	TRUE	NA	12.935061	387.230239	NA	NA	NA
C18-neg_Cluster_0799: NA	NA	NA	TRUE	NA	9.491052	387.253876	NA	Acyclic diterpenoids	NA
C18-neg_Cluster_0800: NA	NA	NA	TRUE	NA	10.013469	387.253906	NA	Acyclic diterpenoids	NA
C18-neg_Cluster_0801: NA	NA	NA	TRUE	NA	10.284326	387.253832	NA	Acyclic diterpenoids	NA
C18-neg_Cluster_0803: NA	NA	NA	TRUE	NA	14.484991	387.311407	NA	NA	NA
C18-neg_Cluster_0804: NA	NA	NA	TRUE	NA	1.011476	388.17249	NA	NA	NA
C18-neg_Cluster_0805: NA	NA	NA	TRUE	NA	14.84121	388.249749	NA	NA	NA
C18-neg_Cluster_0806: NA	NA	NA	TRUE	NA	13.493742	388.306343	NA	NA	NA
C18-neg_Cluster_0807: NA	NA	NA	TRUE	NA	1.352592	389.098636	NA	Tyrosine and derivatives	NA
C18-neg_Cluster_0810: NA	NA	NA	TRUE	NA	14.211989	389.192228	NA	NA	NA
C18-neg_Cluster_0811: NA	NA	NA	TRUE	NA	13.724309	389.246186	NA	NA	NA
C18-neg_Cluster_0812: NA	NA	NA	TRUE	NA	13.912202	389.247404	NA	NA	NA
C18-neg_Cluster_0817: NA	NA	NA	TRUE	NA	10.16546	389.269543	NA	Hydroxybenzoic acid derivatives	NA
C18-neg_Cluster_0818: NA	NA	NA	TRUE	NA	10.728979	389.269994	NA	Hydroxybenzoic acid derivatives	NA
C18-neg_Cluster_0819: NA	NA	NA	TRUE	NA	14.83689	390.265054	NA	NA	NA
C18-neg_Cluster_0820: NA	NA	NA	TRUE	NA	1.013298	391.116698	NA	Phenolic glycosides	NA
C18-neg_Cluster_0821: NA	NA	NA	TRUE	NA	4.091832	391.175742	NA	NA	NA
C18-neg_Cluster_0822: NA	NA	NA	TRUE	NA	15.158557	391.207519	NA	NA	NA
C18-neg_Cluster_0823: NA	NA	NA	TRUE	NA	13.724274	391.24312	NA	NA	NA
C18-neg_Cluster_0824: NA	NA	NA	TRUE	NA	13.908124	391.24322	NA	NA	NA
C18-neg_Cluster_0825: NA	NA	NA	TRUE	NA	7.548932	391.249043	NA	Cardenolides and derivatives	NA
C18-neg_Cluster_0826: NA	NA	NA	TRUE	NA	10.769299	391.258017	NA	NA	NA
C18-neg_Cluster_0827: NA	NA	NA	TRUE	NA	14.584916	391.261788	NA	NA	NA
C18-neg_Cluster_0828: NA	NA	NA	TRUE	NA	14.768377	391.26154	NA	NA	NA
C18-neg_Cluster_0829: NA	NA	NA	TRUE	NA	8.919629	391.285106	NA	NA	NA
C18-neg_Cluster_0831: NA	NA	NA	TRUE	NA	9.712651	391.285448	NA	NA	NA
C18-neg_Cluster_0835: NA	NA	NA	TRUE	NA	11.864811	392.262926	NA	NA	NA
C18-neg_Cluster_0836: NA	NA	NA	TRUE	NA	14.445309	392.31693	NA	NA	NA
C18-neg_Cluster_0840: NA	NA	NA	TRUE	NA	14.585152	393.258514	NA	NA	NA
C18-neg_Cluster_0841: NA	NA	NA	TRUE	NA	14.769832	393.258792	NA	NA	NA
C18-neg_Cluster_0842: NA	NA	NA	TRUE	NA	8.291811	393.264666	NA	2-monoacylglycerols	NA
C18-neg_Cluster_0843: NA	NA	NA	TRUE	NA	12.2753	394.295817	NA	Fatty acid esters	NA
C18-neg_Cluster_0844: NA	NA	NA	TRUE	NA	15.168963	394.332268	NA	NA	NA
C18-neg_Cluster_0845: NA	NA	NA	TRUE	NA	15.259076	394.332189	NA	NA	NA
C18-neg_Cluster_0846: NA	NA	NA	TRUE	NA	1.677313	395.006535	NA	NA	NA
C18-neg_Cluster_0850: NA	NA	NA	TRUE	NA	16.060962	395.277268	NA	NA	NA
C18-neg_Cluster_0851: NA	NA	NA	TRUE	NA	17.425321	395.352511	NA	NA	NA
C18-neg_Cluster_0852: NA	NA	NA	TRUE	NA	1.677146	397.003218	NA	NA	NA
C18-neg_Cluster_0853: NA	NA	NA	TRUE	NA	12.124729	397.168085	NA	Isoflavonoids	NA
C18-neg_Cluster_0854: NA	NA	NA	TRUE	NA	6.917015	397.168886	NA	NA	NA
C18-neg_Cluster_0856: NA	NA	NA	TRUE	NA	7.576469	397.168853	NA	NA	NA
C18-neg_Cluster_0857: NA	NA	NA	TRUE	NA	8.901466	397.168524	NA	NA	NA
C18-neg_Cluster_0860: NA	NA	NA	TRUE	NA	7.864129	397.220206	NA	NA	NA
C18-neg_Cluster_0861: NA	NA	NA	TRUE	NA	8.068264	397.205027	NA	Indolines	NA
C18-neg_Cluster_0862: NA	NA	NA	TRUE	NA	13.042183	397.225773	NA	NA	NA
C18-neg_Cluster_0865: NA	NA	NA	TRUE	NA	11.481806	397.259092	NA	NA	NA
C18-neg_Cluster_0866: NA	NA	NA	TRUE	NA	12.937349	397.258898	NA	NA	NA
C18-neg_Cluster_0868: NA	NA	NA	TRUE	NA	14.485502	398.13153	NA	Benzodioxoles	NA
C18-neg_Cluster_0869: NA	NA	NA	TRUE	NA	8.003909	399.148088	NA	NA	NA
C18-neg_Cluster_0871: NA	NA	NA	TRUE	NA	5.026111	399.184438	NA	NA	NA
C18-neg_Cluster_0874: NA	NA	NA	TRUE	NA	8.350787	399.22096	NA	NA	NA
C18-neg_Cluster_0876: NA	NA	NA	TRUE	NA	7.97765	399.220518	NA	NA	NA
C18-neg_Cluster_0878: NA	NA	NA	TRUE	NA	10.873135	399.275155	NA	NA	NA
C18-neg_Cluster_0879: NA	NA	NA	TRUE	NA	13.722063	399.274844	NA	NA	NA
C18-neg_Cluster_0880: NA	NA	NA	TRUE	NA	13.907467	399.274931	NA	NA	NA
C18-neg_Cluster_0881: NA	NA	NA	TRUE	NA	12.128104	399.274566	NA	NA	NA
C18-neg_Cluster_0882: NA	NA	NA	TRUE	NA	14.485343	400.128491	NA	NA	NA
C18-neg_Cluster_0883: NA	NA	NA	TRUE	NA	15.266574	400.147111	NA	NA	NA
C18-neg_Cluster_0884: NA	NA	NA	TRUE	NA	15.36377	400.147052	NA	NA	NA
C18-neg_Cluster_0885: NA	NA	NA	TRUE	NA	10.874705	401.264664	NA	NA	NA
C18-neg_Cluster_0886: NA	NA	NA	TRUE	NA	14.583908	401.290558	NA	Fatty acid esters	NA
C18-neg_Cluster_0887: NA	NA	NA	TRUE	NA	14.767974	401.290381	NA	Fatty acid esters	NA
C18-neg_Cluster_0888: NA	NA	NA	TRUE	NA	14.974273	402.301353	NA	NA	NA
C18-neg_Cluster_0890: NA	NA	NA	TRUE	NA	7.621375	403.270122	NA	NA	NA
C18-neg_Cluster_0893: NA	NA	NA	TRUE	NA	15.2061	404.280299	NA	NA	NA
C18-neg_Cluster_0894: NA	NA	NA	TRUE	NA	1.361443	405.093893	NA	NA	NA
C18-neg_Cluster_0896: NA	NA	NA	TRUE	NA	7.567124	405.264223	NA	Diterpenoids	NA
C18-neg_Cluster_0897: NA	NA	NA	TRUE	NA	7.692723	405.264394	NA	Diterpenoids	NA
C18-neg_Cluster_0898: NA	NA	NA	TRUE	NA	8.014496	405.264442	NA	Diterpenoids	NA
C18-neg_Cluster_0899: NA	NA	NA	TRUE	NA	7.216489	405.264103	NA	Diterpenoids	NA
C18-neg_Cluster_0905: NA	NA	NA	TRUE	NA	11.473128	406.259679	NA	NA	NA
C18-neg_Cluster_0907: NA	NA	NA	TRUE	NA	1.054095	407.17229	NA	Terpene lactones	NA
C18-neg_Cluster_0908: NA	NA	NA	TRUE	NA	15.407738	407.189136	NA	21-hydroxysteroids	NA
C18-neg_Cluster_0910: NA	NA	NA	TRUE	NA	13.930377	407.202417	NA	NA	NA
C18-neg_Cluster_0911: NA	NA	NA	TRUE	NA	11.498952	407.202445	NA	NA	NA
C18-neg_Cluster_0916: NA	NA	NA	TRUE	NA	6.880073	407.280043	NA	NA	NA
C18-neg_Cluster_0917: NA	NA	NA	TRUE	NA	7.130013	407.280171	NA	NA	NA
C18-neg_Cluster_0919: NA	NA	NA	TRUE	NA	9.529326	407.280073	NA	NA	NA
C18-neg_Cluster_0920: NA	NA	NA	TRUE	NA	6.08612	407.280017	NA	NA	NA
C18-neg_Cluster_0921: NA	NA	NA	TRUE	NA	6.389991	407.280015	NA	NA	NA
C18-neg_Cluster_0922: NA	NA	NA	TRUE	NA	6.445445	407.279941	NA	NA	NA
C18-neg_Cluster_0923: NA	NA	NA	TRUE	NA	6.670299	407.280171	NA	NA	NA
C18-neg_Cluster_0924: NA	NA	NA	TRUE	NA	7.631712	407.279962	NA	NA	NA
C18-neg_Cluster_0925: NA	NA	NA	TRUE	NA	7.741995	407.280025	NA	NA	NA
C18-neg_Cluster_0926: NA	NA	NA	TRUE	NA	7.788107	407.280092	NA	NA	NA
C18-neg_Cluster_0929: NA	NA	NA	TRUE	NA	9.028087	407.280063	NA	NA	NA
C18-neg_Cluster_0931: NA	NA	NA	TRUE	NA	11.124681	407.32755	NA	NA	NA
C18-neg_Cluster_0932: NA	NA	NA	TRUE	NA	16.122262	409.205012	NA	NA	NA
C18-neg_Cluster_0933: NA	NA	NA	TRUE	NA	13.610596	409.250975	NA	NA	NA
C18-neg_Cluster_0934: NA	NA	NA	TRUE	NA	11.875284	409.343179	NA	NA	NA
C18-neg_Cluster_0935: NA	NA	NA	TRUE	NA	17.935806	409.368447	NA	NA	NA
C18-neg_Cluster_0936: NA	NA	NA	TRUE	NA	1.354819	411.080834	NA	NA	NA
C18-neg_Cluster_0938: NA	NA	NA	TRUE	NA	7.649323	411.184509	NA	Sulfated steroids	NA
C18-neg_Cluster_0939: NA	NA	NA	TRUE	NA	5.598395	411.202362	NA	NA	NA
C18-neg_Cluster_0940: NA	NA	NA	TRUE	NA	17.000707	411.220689	NA	NA	NA
C18-neg_Cluster_0941: NA	NA	NA	TRUE	NA	6.893414	411.238561	NA	1-acyl-sn-glycero-3-phosphocholines	NA
C18-neg_Cluster_0943: NA	NA	NA	TRUE	NA	13.610604	411.247909	NA	NA	NA
C18-neg_Cluster_0944: NA	NA	NA	TRUE	NA	18.031325	411.347851	NA	2-monoacylglycerols	NA
C18-neg_Cluster_0946: NA	NA	NA	TRUE	NA	12.710758	411.359064	NA	NA	NA
C18-neg_Cluster_0947: NA	NA	NA	TRUE	NA	13.504346	412.248931	NA	Phenanthrenes and derivatives	NA
C18-neg_Cluster_0948: NA	NA	NA	TRUE	NA	14.303662	412.285552	NA	NA	NA
C18-neg_Cluster_0949: NA	NA	NA	TRUE	NA	13.043903	412.342642	NA	Acyl carnitines	NA
C18-neg_Cluster_0950: NA	NA	NA	TRUE	NA	1.273645	413.099568	NA	NA	NA
C18-neg_Cluster_0951: NA	NA	NA	TRUE	NA	5.25915	413.163872	NA	NA	NA
C18-neg_Cluster_0952: NA	NA	NA	TRUE	NA	5.495127	413.163837	NA	NA	NA
C18-neg_Cluster_0954: NA	NA	NA	TRUE	NA	5.853623	413.200691	NA	NA	NA
C18-neg_Cluster_0957: NA	NA	NA	TRUE	NA	7.289789	413.200332	NA	NA	NA
C18-neg_Cluster_0959: NA	NA	NA	TRUE	NA	15.17777	413.199869	NA	NA	NA
C18-neg_Cluster_0960: NA	NA	NA	TRUE	NA	8.25456	413.2576	NA	NA	NA
C18-neg_Cluster_0961: NA	NA	NA	TRUE	NA	8.336634	413.257577	NA	NA	NA
C18-neg_Cluster_0962: NA	NA	NA	TRUE	NA	6.6103	413.254176	NA	Fatty acid esters	NA
C18-neg_Cluster_0964: NA	NA	NA	TRUE	NA	14.318319	414.264787	NA	Benzyl alcohols	NA
C18-neg_Cluster_0966: NA	NA	NA	TRUE	NA	2.552688	415.070865	NA	NA	NA
C18-neg_Cluster_0967: NA	NA	NA	TRUE	NA	5.1678	415.179588	NA	NA	NA
C18-neg_Cluster_0968: NA	NA	NA	TRUE	NA	6.883979	415.178853	NA	NA	NA
C18-neg_Cluster_0969: NA	NA	NA	TRUE	NA	2.453795	415.17958	NA	NA	NA
C18-neg_Cluster_0970: NA	NA	NA	TRUE	NA	14.487448	415.207623	NA	NA	NA
C18-neg_Cluster_0971: NA	NA	NA	TRUE	NA	14.586482	415.207564	NA	NA	NA
C18-neg_Cluster_0972: NA	NA	NA	TRUE	NA	7.617902	415.216147	NA	NA	NA
C18-neg_Cluster_0974: NA	NA	NA	TRUE	NA	8.254389	415.25436	NA	NA	NA
C18-neg_Cluster_0975: NA	NA	NA	TRUE	NA	11.44424	415.281239	NA	NA	NA
C18-neg_Cluster_0977: NA	NA	NA	TRUE	NA	10.503814	415.317792	NA	NA	NA
C18-neg_Cluster_0978: NA	NA	NA	TRUE	NA	14.20822	415.321392	NA	Vitamin D and derivatives	NA
C18-neg_Cluster_0979: NA	NA	NA	TRUE	NA	9.13988	416.197854	NA	NA	NA
C18-neg_Cluster_0980: NA	NA	NA	TRUE	NA	9.231693	416.197796	NA	NA	NA
C18-neg_Cluster_0981: NA	NA	NA	TRUE	NA	14.971366	416.280141	NA	NA	NA
C18-neg_Cluster_0982: NA	NA	NA	TRUE	NA	15.079782	416.28057	NA	NA	NA
C18-neg_Cluster_0983: NA	NA	NA	TRUE	NA	5.493543	417.158856	NA	NA	NA
C18-neg_Cluster_0984: NA	NA	NA	TRUE	NA	15.2713	417.223265	NA	NA	NA
C18-neg_Cluster_0985: NA	NA	NA	TRUE	NA	15.365975	417.223366	NA	NA	NA
C18-neg_Cluster_0986: NA	NA	NA	TRUE	NA	9.232748	417.264441	NA	Diterpenoids	NA
C18-neg_Cluster_0987: NA	NA	NA	TRUE	NA	10.131902	417.264363	NA	Diterpenoids	NA
C18-neg_Cluster_0988: NA	NA	NA	TRUE	NA	14.48635	417.278527	NA	NA	NA
C18-neg_Cluster_0991: NA	NA	NA	TRUE	NA	8.43706	418.213831	NA	NA	NA
C18-neg_Cluster_0992: NA	NA	NA	TRUE	NA	8.500793	418.213715	NA	NA	NA
C18-neg_Cluster_0993: NA	NA	NA	TRUE	NA	13.679568	418.296392	NA	Acyl carnitines	NA
C18-neg_Cluster_0994: NA	NA	NA	TRUE	NA	15.825432	418.296448	NA	Acyl carnitines	NA
C18-neg_Cluster_0995: NA	NA	NA	TRUE	NA	16.093578	419.238941	NA	NA	NA
C18-neg_Cluster_0997: NA	NA	NA	TRUE	NA	11.370726	419.279859	NA	NA	NA
C18-neg_Cluster_0998: NA	NA	NA	TRUE	NA	11.904716	419.279998	NA	NA	NA
C18-neg_Cluster_1000: NA	NA	NA	TRUE	NA	12.174886	419.280166	NA	NA	NA
C18-neg_Cluster_1001: NA	NA	NA	TRUE	NA	12.641827	419.280177	NA	NA	NA
C18-neg_Cluster_1004: NA	NA	NA	TRUE	NA	11.146941	420.311673	NA	Fatty acid esters	NA
C18-neg_Cluster_1005: NA	NA	NA	TRUE	NA	2.5527	421.087978	NA	NA	NA
C18-neg_Cluster_1007: NA	NA	NA	TRUE	NA	1.292467	421.136664	NA	NA	NA
C18-neg_Cluster_1008: NA	NA	NA	TRUE	NA	10.086181	421.155014	NA	Biphenyls and derivatives	NA
C18-neg_Cluster_1009: NA	NA	NA	TRUE	NA	13.969212	421.218234	NA	NA	NA
C18-neg_Cluster_1010: NA	NA	NA	TRUE	NA	12.974389	421.226912	NA	Fatty acid esters	NA
C18-neg_Cluster_1014: NA	NA	NA	TRUE	NA	11.738898	421.295862	NA	NA	NA
C18-neg_Cluster_1017: NA	NA	NA	TRUE	NA	11.815435	422.267455	NA	NA	NA
C18-neg_Cluster_1018: NA	NA	NA	TRUE	NA	15.15706	423.145594	NA	NA	NA
C18-neg_Cluster_1019: NA	NA	NA	TRUE	NA	8.066911	423.229855	NA	Peptidomimetics	NA
C18-neg_Cluster_1020: NA	NA	NA	TRUE	NA	8.245531	423.283626	NA	Monoalkylglycerophosphates	NA
C18-neg_Cluster_1021: NA	NA	NA	TRUE	NA	8.337165	423.28661	NA	Monoalkylglycerophosphates	NA
C18-neg_Cluster_1022: NA	NA	NA	TRUE	NA	7.595515	423.274958	NA	Androgens and derivatives	NA
C18-neg_Cluster_1024: NA	NA	NA	TRUE	NA	16.980364	423.308918	NA	NA	NA
C18-neg_Cluster_1026: NA	NA	NA	TRUE	NA	8.357083	425.200439	NA	Pyridopyrimidines	NA
C18-neg_Cluster_1027: NA	NA	NA	TRUE	NA	10.734137	425.24659	NA	NA	NA
C18-neg_Cluster_1028: NA	NA	NA	TRUE	NA	8.814177	425.302307	NA	NA	NA
C18-neg_Cluster_1029: NA	NA	NA	TRUE	NA	8.956488	425.302189	NA	NA	NA
C18-neg_Cluster_1030: NA	NA	NA	TRUE	NA	18.47607	425.36353	NA	NA	NA
C18-neg_Cluster_1032: NA	NA	NA	TRUE	NA	7.335069	426.194942	NA	NA	NA
C18-neg_Cluster_1033: NA	NA	NA	TRUE	NA	9.644317	426.278073	NA	NA	NA
C18-neg_Cluster_1034: NA	NA	NA	TRUE	NA	14.393842	426.301429	NA	NA	NA
C18-neg_Cluster_1035: NA	NA	NA	TRUE	NA	14.085853	427.157829	NA	NA	NA
C18-neg_Cluster_1037: NA	NA	NA	TRUE	NA	9.141878	427.17916	NA	NA	NA
C18-neg_Cluster_1040: NA	NA	NA	TRUE	NA	8.570748	427.215552	NA	NA	NA
C18-neg_Cluster_1041: NA	NA	NA	TRUE	NA	10.727382	427.241171	NA	NA	NA
